Description	Orthogroup	gafu	acte	ando	chfle	chfus	cyca	enqua	heau	hecri	hehe	hemag	hyva	mado	neno	neva	oula	sama	stgag	sthad	stmer
desc	OG0000399	4	1	0	1	1	2	1	2	2	0	1	0	1	1	3	0	1	4	2	17
desc	OG0007285	97	30	33	21	21	61	52	32	40	46	54	46	23	30	41	64	67	78	41	57
desc	OG0006595	20	12	2	11	4	22	17	15	10	12	14	36	6	8	12	9	27	15	15	17
desc	OG0007302	65	6	11	8	18	6	2	19	34	42	15	11	10	25	15	33	8	17	15	16
desc	OG0004280	12	2	5	1	2	6	4	13	8	5	7	17	2	7	4	4	2	10	14	9
desc	OG0004176	22	14	19	29	2	7	58	49	64	4	20	31	2	6	5	9	3	8	49	38
desc	OG0003054	7	15	7	3	4	2	13	18	12	16	21	5	3	10	4	20	9	17	27	20
desc	OG0004990	9	3	1	4	2	2	4	6	6	12	18	2	5	10	8	2	2	11	8	5
desc	OG0006160	8	5	11	2	7	9	20	11	6	4	10	35	2	10	3	8	16	13	7	10
desc	OG0003207	8	1	1	1	2	3	3	5	5	4	2	2	4	2	3	2	4	4	4	5
desc	OG0006402	7	3	2	1	2	0	7	13	8	4	4	3	6	3	4	4	1	8	10	10
desc	OG0003412	6	2	2	1	2	4	4	7	3	3	3	11	2	1	3	4	2	3	3	3
desc	OG0006577	6	3	2	2	2	5	3	8	7	4	4	5	4	4	2	2	5	6	10	5
desc	OG0006521	8	3	2	1	2	5	3	5	5	7	4	2	1	2	3	4	2	6	5	5
desc	OG0006813	31	7	5	15	5	8	52	15	10	20	18	6	2	4	21	9	9	32	21	21
desc	OG0007133	52	9	11	6	6	36	47	24	15	14	20	40	14	15	10	17	63	21	24	16
desc	OG0004825	4	3	3	3	2	2	2	13	12	6	3	14	8	4	2	3	4	5	6	5
desc	OG0004226	6	7	4	2	2	4	20	6	6	5	3	12	5	3	3	4	3	3	3	4
desc	OG0000917.2	57	16	7	5	4	3	16	29	22	19	18	46	12	11	12	18	10	20	20	23
desc	OG0007287	34	2	4	1	2	12	5	7	5	4	3	7	1	5	3	4	6	4	4	5
desc	OG0004094	21	6	8	11	8	4	11	21	12	15	15	27	6	9	5	7	9	22	16	17
desc	OG0006660	10	4	2	1	1	2	5	12	13	9	18	0	4	2	1	6	1	15	7	8
desc	OG0006916	10	4	9	3	2	3	9	12	9	6	12	11	2	5	14	15	5	15	13	25
desc	OG0003665	4	1	1	1	1	1	2	3	5	5	4	0	2	4	1	2	2	8	3	3
desc	OG0006184	0	10	25	3	9	26	27	24	17	10	20	9	8	12	5	55	15	14	10	9
desc	OG0005797	30	6	7	1	2	1	12	16	14	13	27	6	6	4	13	6	4	43	36	51
desc	OG0005499	4	3	2	2	2	2	4	9	7	8	6	1	2	7	6	3	2	9	13	14
desc	OG0003750	6	3	2	1	2	3	3	5	3	10	18	10	1	6	9	6	3	10	3	9
desc	OG0006831	12	2	5	1	2	6	3	5	7	9	8	15	5	3	5	8	6	10	9	12
desc	OG0004268	7	1	1	1	2	2	4	3	2	4	2	2	2	2	5	1	3	3	2	5
desc	OG0000824	16	4	1	4	1	1	12	11	14	12	7	9	1	5	7	6	4	10	8	14
desc	OG0004827	18	9	7	2	4	5	9	31	20	12	19	3	13	9	3	13	18	16	8	12
desc	OG0006598	17	2	1	1	3	2	4	6	5	3	2	6	4	3	2	2	2	4	2	6
desc	OG0003314	3	1	1	1	2	0	1	4	4	0	3	1	1	4	2	2	2	3	1	3
desc	OG0005108	4	12	2	3	2	1	10	9	4	7	7	3	4	5	11	4	3	11	14	17
desc	OG0003628	7	2	1	1	2	2	2	4	9	4	5	0	3	2	2	2	1	11	4	9
desc	OG0005643	11	2	3	1	2	2	2	7	8	10	8	5	1	10	3	3	8	10	7	5
desc	OG0004672	12	2	3	6	4	1	8	11	16	6	4	4	3	2	4	4	4	10	6	106
desc	OG0005625	9	5	7	2	2	1	3	10	8	6	3	4	3	6	6	5	4	4	5	6
desc	OG0002248	7	1	1	0	2	1	4	5	6	6	3	2	1	2	4	4	1	5	5	4
desc	OG0003795	9	1	1	1	2	3	2	3	2	2	3	1	16	2	2	1	1	1	1	2
desc	OG0007330	9	1	2	1	4	27	3	11	7	4	8	5	4	7	2	4	6	6	4	5
desc	OG0004062	23	9	5	6	4	2	23	27	22	12	22	8	11	4	9	8	1	34	35	34
desc	OG0004661	6	5	2	1	2	3	3	14	10	10	7	1	6	2	3	6	2	18	8	6
desc	OG0005009	36	9	7	14	6	12	19	21	12	16	21	17	4	21	5	14	21	47	27	18
desc	OG0005513	24	4	2	6	2	2	6	15	10	6	4	54	2	9	9	5	9	10	6	7
desc	OG0005911	81	38	26	6	8	3	27	65	44	44	76	51	22	31	17	75	36	82	23	44
desc	OG0004287	33	7	14	3	9	3	5	11	15	6	12	60	4	22	3	10	35	25	15	16
desc	OG0003397	17	5	6	4	3	4	16	20	29	28	46	38	12	8	3	19	4	54	33	36
desc	OG0005036	13	3	2	4	3	2	8	10	7	6	6	4	24	8	6	5	4	19	42	10
desc	OG0005433	10	2	1	2	2	2	3	8	6	4	4	3	2	3	3	2	1	3	3	5
desc	OG0007200	68	4	8	7	7	5	22	16	12	8	17	175	7	9	17	10	46	18	21	18
desc	OG0006837	16	1	1	1	3	4	6	2	3	2	2	2	2	2	3	2	7	4	6	4
desc	OG0005487	43	2	3	17	4	1	1	7	40	6	5	25	0	7	13	8	7	4	6	6
desc	OG0006468	13	2	1	5	5	2	2	9	12	7	6	1	3	5	5	3	3	5	9	15
desc	OG0006070	12	3	8	2	5	27	4	9	12	5	12	6	4	13	3	12	12	12	7	8
desc	OG0005005	2	6	4	1	3	1	6	12	14	8	11	19	16	3	4	9	5	24	12	20
desc	OG0001786	0	1	1	1	2	2	2	4	3	7	2	2	4	2	4	2	1	4	3	7
desc	OG0005739	5	35	39	14	4	6	16	24	13	41	44	26	2	14	7	50	8	55	60	36
desc	OG0003753	7	1	1	1	2	6	3	2	2	3	1	6	0	2	4	0	5	2	1	2
desc	OG0004957	41	3	1	4	5	3	3	10	8	6	8	7	4	6	2	1	1	5	12	6
desc	OG0006663	27	10	7	6	6	5	17	21	23	15	18	58	15	14	15	19	16	18	21	24
desc	OG0002883	3	2	1	1	2	3	5	8	6	6	4	8	2	1	5	3	1	4	7	6
desc	OG0003848	4	3	1	1	1	3	6	4	3	3	2	1	3	1	10	5	1	3	3	4
desc	OG0003697	13	4	2	2	1	1	8	10	10	4	8	9	3	7	6	6	1	11	15	10
desc	OG0000799.2	24	2	10	0	3	7	5	8	4	6	10	8	2	7	3	6	7	10	18	13
desc	OG0005991	20	3	5	1	3	3	2	9	6	6	6	12	3	8	4	7	8	8	6	12
desc	OG0004956	9	6	3	1	2	2	7	17	16	30	14	5	21	5	5	5	2	23	11	8
desc	OG0002765	12	5	4	8	6	14	5	8	6	6	12	40	5	9	13	8	35	12	5	6
desc	OG0006454	11	4	3	1	2	2	4	10	8	8	8	10	3	2	4	5	1	6	4	7
desc	OG0003210	9	7	3	1	3	1	3	24	17	16	14	1	10	2	3	6	1	28	17	18
desc	OG0003804	17	5	4	1	1	5	6	12	15	12	18	13	24	4	15	5	27	6	7	10
desc	OG0002307	27	7	7	20	8	8	5	11	26	32	10	3	5	16	4	4	11	20	9	6
desc	OG0005651	9	4	4	2	2	2	8	5	9	12	9	11	2	3	5	6	1	13	8	8
desc	OG0002673	5	0	1	1	2	0	1	1	1	0	0	0	0	2	3	0	2	1	1	2
desc	OG0002763	75	9	11	4	3	9	11	47	46	34	26	2	17	7	11	20	8	18	17	39
desc	OG0002807	14	5	10	7	7	11	15	15	11	8	13	34	10	9	9	19	11	15	12	22
desc	OG0004105	39	11	3	7	12	1	30	29	30	44	28	37	9	9	21	12	3	42	29	42
desc	OG0005940	10	3	3	2	3	1	8	13	11	4	4	41	3	5	10	5	8	8	5	10
desc	OG0004071	13	3	4	2	3	1	9	15	12	12	7	10	6	5	28	6	2	11	7	15
desc	OG0002643	6	3	2	1	2	1	5	11	6	12	9	2	2	3	2	2	2	12	9	10
desc	OG0005950	8	5	2	2	3	1	4	8	7	9	14	10	3	8	4	5	4	18	28	18
desc	OG0003813	9	4	6	1	2	1	5	5	4	5	5	5	1	3	4	4	2	6	7	6
desc	OG0006394	10	2	2	2	6	3	2	12	10	8	4	2	2	9	5	3	9	5	6	6
desc	OG0006494	12	7	2	1	2	4	5	6	6	8	3	18	4	7	4	4	5	4	9	5
desc	OG0004102	16	8	4	5	4	2	8	19	18	8	12	11	7	3	18	7	3	15	16	12
desc	OG0005498	13	4	2	1	3	1	7	8	8	6	8	1	6	3	6	4	1	4	3	5
desc	OG0006529	12	1	1	2	2	2	2	5	6	6	2	0	3	4	2	2	2	4	3	3
desc	OG0005666	8	2	4	1	2	1	5	7	5	6	7	19	2	2	3	6	1	4	6	12
desc	OG0007317	0	16	17	12	6	92	16	27	26	16	30	50	14	11	27	36	21	24	21	14
desc	OG0003872	130	108	57	34	35	54	19	89	108	74	83	206	42	89	57	50	39	60	36	67
desc	OG0006432	20	9	6	14	23	12	15	22	16	17	12	36	19	28	23	14	13	10	13	16
desc	OG0002975	7	2	2	1	2	2	6	7	4	2	5	1	1	2	29	2	3	5	6	10
desc	OG0004846	11	2	2	1	2	3	4	8	8	8	5	4	1	12	4	3	2	8	9	6
desc	OG0001714	32	2	2	5	3	2	5	25	32	8	11	34	2	11	12	10	5	14	33	19
desc	OG0005808	12	19	10	4	5	2	18	5	6	3	21	9	42	14	1	23	12	62	99	31
desc	OG0000731.1	14	2	1	1	3	1	2	8	6	6	4	27	2	4	8	2	5	6	3	5
desc	OG0004139	8	2	2	1	2	1	3	6	6	6	3	5	3	2	7	3	1	6	4	8
desc	OG0005774	23	26	32	36	12	6	43	29	26	32	27	63	15	40	16	28	32	40	34	24
desc	OG0004256	31	2	7	1	2	2	6	7	7	4	6	4	1	2	3	4	3	6	5	7
desc	OG0004936	19	3	3	1	2	2	6	8	9	3	3	5	4	3	3	8	2	4	3	16
desc	OG0004348	11	2	2	1	2	2	9	8	7	12	9	9	3	5	4	3	4	14	8	17
desc	OG0001257	2	1	4	1	3	2	4	25	8	3	5	16	10	9	5	5	13	6	4	12
desc	OG0006233	34	78	61	8	22	11	16	35	29	71	59	124	30	33	10	53	23	16	30	29
desc	OG0002213	10	5	1	1	2	1	7	5	6	6	4	1	3	1	2	1	1	5	8	5
desc	OG0004730	12	7	3	1	4	2	9	9	12	16	11	41	5	13	8	6	9	8	10	13
desc	OG0005813	12	3	2	2	2	4	5	8	6	4	4	7	4	14	10	4	9	6	6	5
desc	OG0000288.2	10	10	4	3	3	1	8	17	13	2	6	7	5	5	1	7	2	5	5	3
desc	OG0003162	18	2	0	2	4	2	10	13	8	10	6	5	2	7	4	3	4	12	11	7
desc	OG0001744	30	8	7	3	3	4	17	17	11	10	17	13	8	5	10	11	12	24	19	0
desc	OG0000962	0	1	2	1	5	3	1	4	2	5	6	26	2	12	2	3	13	3	4	0
desc	OG0005893	16	2	7	1	3	2	2	17	6	4	9	7	3	11	2	6	9	7	11	11
desc	OG0006911	30	2	3	1	15	69	6	9	10	4	5	99	5	59	17	9	16	7	5	7
desc	OG0004073	11	3	5	2	2	2	10	7	5	5	4	5	3	6	11	4	3	11	9	16
desc	OG0005735	18	6	2	3	2	3	3	12	7	2	5	7	5	12	22	2	3	4	3	2
desc	OG0004320	16	14	7	3	3	3	19	32	17	20	15	15	25	10	23	12	3	27	26	29
desc	OG0004792	4	2	2	2	2	1	4	9	4	2	5	25	4	3	2	3	3	7	4	8
desc	OG0002063	10	1	1	1	2	1	2	3	5	8	2	7	0	2	7	1	1	12	2	8
desc	OG0003266	8	18	1	1	2	2	8	6	9	16	9	9	0	3	4	2	2	7	5	8
desc	OG0004753	8	1	1	1	2	3	5	5	4	2	3	2	4	2	3	1	1	2	2	4
desc	OG0006759	20	5	6	4	3	11	10	17	13	6	10	9	13	3	4	15	5	12	12	9
desc	OG0004210	8	3	1	5	2	2	5	11	11	6	8	3	6	3	4	2	2	6	5	8
desc	OG0003650	15	3	2	1	2	2	6	9	10	6	4	6	3	3	4	5	23	26	8	9
desc	OG0006965	9	11	12	6	4	14	13	13	9	8	13	13	5	10	6	8	5	12	14	10
desc	OG0001113	10	6	3	4	2	1	12	9	5	8	8	4	4	2	8	6	3	15	10	12
desc	OG0005888	20	14	12	3	5	7	21	20	14	23	16	26	8	17	14	19	11	19	18	16
desc	OG0005974	23	2	4	1	2	2	6	14	10	8	9	7	6	5	6	4	6	12	10	9
desc	OG0006991	19	5	3	1	2	4	5	8	8	8	10	10	4	4	7	7	9	8	5	9
desc	OG0002708	7	3	2	1	1	1	4	4	5	6	6	5	1	3	2	3	2	6	4	6
desc	OG0007129	8	1	2	1	2	4	4	6	2	2	2	17	1	4	2	2	6	4	4	4
desc	OG0005136	24	11	15	6	3	4	0	18	18	12	10	40	8	8	7	18	9	9	9	10
desc	OG0006788	62	14	16	6	7	8	22	24	17	42	25	8	4	22	12	27	27	23	6	34
desc	OG0003789	10	4	3	6	4	4	4	10	5	5	8	3	1	11	6	7	9	9	11	16
desc	OG0005753	16	8	4	5	2	19	13	24	12	10	8	10	5	8	4	9	26	10	8	14
desc	OG0007310	21	4	2	2	5	15	2	10	7	6	6	13	4	3	2	4	15	21	8	10
desc	OG0005547	8	2	1	1	1	3	8	4	8	4	6	3	3	2	3	2	3	8	7	8
desc	OG0001914	15	2	1	1	2	1	1	5	6	6	3	9	2	2	0	3	0	10	4	4
desc	OG0005863	40	9	12	5	6	2	17	28	26	48	20	104	12	39	9	45	15	20	18	27
desc	OG0004676	19	5	4	3	6	2	13	20	20	18	16	14	10	16	5	11	6	12	13	17
desc	OG0005822	51	16	20	16	8	28	32	35	32	32	21	17	10	30	12	33	18	20	17	24
desc	OG0002974	9	2	4	2	2	3	0	5	6	4	4	4	1	1	0	3	1	17	9	8
desc	OG0005141	9	2	1	1	2	3	4	5	6	4	2	12	1	5	4	3	4	2	2	5
desc	OG0005623	14	2	1	1	3	2	7	8	6	9	4	1	5	2	3	3	2	5	4	7
desc	OG0005024	11	2	2	1	2	3	5	6	4	2	2	12	2	4	3	2	3	3	4	4
desc	OG0006901	12	2	1	1	2	3	5	6	2	2	1	1	3	3	5	1	3	3	1	2
desc	OG0002924	8	6	3	3	2	2	10	13	17	10	11	10	9	4	9	6	2	16	11	12
desc	OG0003747	27	5	2	1	4	1	4	4	4	6	3	2	6	6	2	4	3	5	4	11
desc	OG0006530	15	2	13	1	2	1	15	14	8	8	23	14	0	4	3	6	7	22	23	36
desc	OG0000959	15	8	6	17	2	5	11	20	11	14	8	14	2	8	2	6	2	24	16	16
desc	OG0006932	5	3	3	3	5	5	2	9	6	6	8	4	2	3	0	18	2	7	5	5
desc	OG0005694	22	4	4	2	3	4	6	13	16	9	19	6	8	4	11	7	5	18	19	14
desc	OG0004083	11	3	2	1	2	3	2	11	6	7	6	2	2	4	2	5	2	8	4	6
desc	OG0006839	10	11	6	1	2	4	12	8	10	14	11	11	4	5	9	5	5	20	16	13
desc	OG0004289	6	2	2	13	2	3	3	21	16	2	8	3	11	3	4	5	1	10	6	6
desc	OG0003674	10	1	2	2	2	1	2	5	3	2	3	23	2	4	4	1	3	4	3	4
desc	OG0003676	5	3	1	1	2	1	2	2	6	2	7	2	2	3	2	1	1	3	1	6
desc	OG0004445	6	4	1	1	2	3	1	3	2	3	2	12	4	3	6	2	2	2	2	2
desc	OG0007192	5	1	4	2	2	4	4	4	5	6	4	7	2	2	4	2	4	5	2	4
desc	OG0004251	35	3	2	2	1	1	3	11	14	12	9	3	4	3	7	7	1	10	9	10
desc	OG0006794	14	8	12	5	3	3	7	17	25	9	13	23	15	4	9	15	10	6	8	9
desc	OG0004351	10	3	1	1	2	3	3	5	3	4	6	2	2	4	4	2	4	5	6	7
desc	OG0003651	6	2	2	5	3	2	12	5	5	6	6	8	2	7	3	3	5	10	15	8
desc	OG0003563	7	3	1	1	4	1	5	9	8	12	8	2	2	2	1	3	1	8	4	4
desc	OG0003635	15	1	1	10	2	5	4	10	6	11	4	1	2	8	1	3	2	7	5	6
desc	OG0001010	8	3	1	2	2	2	4	11	6	3	4	16	2	8	4	4	4	6	4	5
desc	OG0004420	8	3	2	3	4	2	2	9	8	5	5	7	4	9	7	5	2	6	4	3
desc	OG0002985	24	5	5	1	21	2	17	42	16	10	7	11	4	22	8	14	16	18	23	14
desc	OG0005637	19	7	2	2	2	4	8	15	13	15	9	7	6	3	13	7	2	17	14	18
desc	OG0004999	4	1	1	1	2	2	2	10	5	3	4	4	2	1	6	2	1	4	2	2
desc	OG0001015	17	5	3	18	3	1	9	6	8	16	11	46	6	15	8	6	3	24	16	22
desc	OG0002278	3	0	1	1	2	4	0	2	2	2	1	5	0	3	2	1	1	7	3	0
desc	OG0005832	26	4	3	1	1	1	10	7	4	7	2	3	1	2	1	3	4	6	4	3
desc	OG0004230	11	1	1	1	2	1	4	4	4	3	2	2	2	4	2	3	2	4	2	3
desc	OG0004698	55	5	8	6	7	3	34	29	17	16	12	17	4	8	20	12	3	33	25	22
desc	OG0003202	8	1	1	1	3	2	2	9	4	4	5	8	7	1	4	1	0	6	4	3
desc	OG0004332	6	7	2	2	3	2	3	15	7	6	5	4	12	9	8	4	6	5	5	6
desc	OG0000769	2	2	2	12	2	18	0	2	3	4	2	2	0	5	2	2	5	4	3	2
desc	OG0005917	6	9	5	4	4	3	6	7	6	6	5	33	2	4	5	7	5	4	5	10
desc	OG0005897	33	15	10	7	6	15	24	46	21	20	14	39	22	17	13	22	19	18	21	13
desc	OG0005979	6	6	5	2	2	2	10	14	12	4	22	3	3	1	1	4	6	16	26	15
desc	OG0005061	5	8	5	3	3	2	11	24	25	8	8	3	10	6	6	18	11	28	23	11
desc	OG0004973	10	1	1	1	2	2	3	2	2	8	2	2	6	1	3	2	2	4	3	4
desc	OG0001965	141	116	52	108	56	52	87	0	100	154	135	208	37	90	119	114	99	109	109	84
desc	OG0003038	10	2	2	1	1	2	2	4	4	2	4	8	0	7	2	3	3	5	4	6
desc	OG0007020	28	12	10	3	5	18	16	22	21	13	21	37	6	17	6	16	15	34	20	22
desc	OG0001006	14	6	8	5	10	1	10	28	36	46	19	192	10	18	13	27	46	26	18	25
desc	OG0006810	13	2	1	5	4	3	2	6	4	6	5	8	2	4	2	2	1	7	7	6
desc	OG0000156.2	10	13	3	1	3	3	10	14	12	8	8	4	3	4	5	7	2	12	8	11
desc	OG0005944	10	3	1	1	1	1	4	5	6	8	10	31	6	6	2	4	3	9	7	0
desc	OG0005731	28	8	8	1	8	2	7	19	16	30	12	52	4	35	12	15	17	9	10	16
desc	OG0003868	3	1	1	1	2	4	1	3	2	2	2	4	1	5	0	3	3	4	3	3
desc	OG0004433	7	3	1	1	2	4	1	3	2	2	2	1	2	1	1	1	1	2	1	2
desc	OG0006410	4	5	2	1	2	2	5	10	10	6	6	4	4	4	9	6	3	11	6	9
desc	OG0004372	4	2	2	0	1	4	0	4	4	4	2	6	5	1	1	2	1	3	3	4
desc	OG0004991	8	4	2	1	3	2	4	8	5	17	4	7	4	2	4	2	6	6	2	6
desc	OG0005816	0	36	32	27	7	13	46	36	27	32	42	65	13	19	39	47	21	43	40	36
desc	OG0006438	10	3	2	1	2	1	5	9	6	6	4	2	2	3	11	4	4	7	10	9
desc	OG0001519	16	2	2	1	2	1	7	9	12	6	4	1	10	1	5	2	1	12	10	10
desc	OG0000598.1	5	3	0	3	2	2	2	5	3	4	1	4	0	2	6	1	0	6	2	4
desc	OG0000686.1	12	7	2	1	2	2	5	16	8	12	7	20	9	2	24	6	2	17	19	14
desc	OG0004938	20	3	3	6	4	2	9	8	8	5	4	14	6	3	4	6	11	4	7	6
desc	OG0006122	20	1	2	3	2	3	3	6	3	4	3	6	1	3	5	3	5	4	4	4
desc	OG0006573	12	4	1	4	2	4	3	5	6	7	6	14	1	2	4	3	8	11	7	8
desc	OG0006714	25	3	6	1	4	2	6	16	14	16	17	36	2	12	6	7	23	13	13	20
desc	OG0005159	23	2	1	1	2	7	2	4	4	4	5	3	2	6	10	4	5	6	5	4
desc	OG0007037	16	12	10	1	3	4	6	16	15	10	8	8	7	6	10	11	7	9	8	6
desc	OG0006141	28	7	6	1	3	21	9	14	12	14	23	19	8	10	13	11	11	22	18	24
desc	OG0004397	63	20	30	4	3	6	46	48	44	24	26	28	17	8	15	28	8	26	25	32
desc	OG0003337	13	1	1	2	2	4	2	2	2	1	2	1	2	6	13	2	4	4	7	4
desc	OG0005063	4	1	1	1	4	4	2	2	2	1	1	23	0	6	2	2	4	2	1	2
desc	OG0002491	5	1	1	1	2	1	3	4	4	2	4	17	0	3	3	2	2	6	5	4
desc	OG0004919	10	2	2	1	2	4	3	6	5	6	4	10	4	3	1	3	3	14	31	8
desc	OG0006607	11	1	3	2	2	1	2	4	2	1	2	10	1	1	2	2	1	4	4	3
desc	OG0004399	16	2	2	2	2	3	3	4	4	3	5	2	1	4	9	3	3	6	10	6
desc	OG0000380	8	5	5	3	5	11	6	9	12	10	9	6	2	7	3	3	12	8	3	9
desc	OG0004298	6	2	1	2	2	3	4	5	5	4	2	6	2	2	2	2	3	3	2	4
desc	OG0001958	2	2	4	1	1	2	2	3	3	2	2	7	1	3	1	2	2	2	1	2
desc	OG0004428	16	1	1	1	3	1	3	6	3	7	3	10	3	1	2	1	1	4	6	3
desc	OG0002746	17	6	5	1	3	5	4	25	13	4	18	3	20	3	5	2	1	12	7	7
desc	OG0006736	19	1	1	1	2	1	6	13	9	6	6	6	2	6	5	5	6	14	5	12
desc	OG0007048	8	1	3	1	2	6	4	5	4	6	4	21	1	2	6	3	4	4	5	4
desc	OG0004768	20	2	2	4	4	4	4	7	6	10	3	7	2	9	2	3	7	4	3	3
desc	OG0003035	8	3	3	1	2	1	2	7	7	6	7	8	0	3	6	9	3	8	4	8
desc	OG0005972	17	2	1	3	2	7	7	19	15	7	9	8	4	5	4	4	3	14	13	8
desc	OG0007190	18	3	5	26	4	4	4	15	10	2	11	34	2	9	3	6	4	7	10	9
desc	OG0002723	7	1	2	0	2	4	2	4	4	2	4	4	1	4	4	3	1	6	2	2
desc	OG0006886	37	8	10	2	3	6	8	16	16	16	16	30	2	15	6	15	9	8	16	17
desc	OG0002451	30	11	27	4	3	2	18	25	15	16	20	6	3	10	5	15	4	21	23	22
desc	OG0007193	16	4	4	1	6	10	3	11	17	8	5	27	2	8	28	7	8	9	6	7
desc	OG0006638	15	1	1	2	2	2	6	7	6	6	5	8	1	5	8	2	6	7	6	7
desc	OG0006547	16	4	2	1	11	6	14	21	16	28	12	8	2	15	3	9	25	9	8	11
desc	OG0007235	28	5	6	1	3	12	19	30	13	12	28	13	8	12	19	29	14	30	16	29
desc	OG0007263	32	3	8	6	3	5	4	9	7	6	9	6	5	11	6	7	6	14	9	7
desc	OG0003541	7	1	1	2	2	1	3	6	4	6	3	2	2	2	3	1	1	4	4	4
desc	OG0004245	25	34	5	5	3	4	9	91	68	20	21	16	12	6	4	9	11	56	40	67
desc	OG0001894	6	1	0	1	2	1	2	5	4	2	2	0	0	1	2	1	1	4	3	4
desc	OG0004312	4	1	1	1	3	2	1	4	3	2	3	5	0	4	2	1	4	4	3	2
desc	OG0001937	6	1	1	1	1	2	1	11	6	4	2	1	4	4	3	1	1	2	3	4
desc	OG0003619	4	2	2	1	2	1	1	4	4	4	4	4	3	7	3	4	2	4	2	4
desc	OG0004204	27	18	7	10	6	3	19	41	22	36	34	30	18	18	6	22	19	35	32	32
desc	OG0006915	8	3	3	1	2	2	2	8	6	10	9	5	6	6	2	6	9	10	8	12
desc	OG0004294	6	1	1	1	3	7	3	3	4	5	3	2	2	4	1	6	2	8	5	4
desc	OG0005508	12	4	3	1	2	1	4	8	7	8	7	3	2	4	2	5	11	7	9	6
desc	OG0005916	13	4	3	1	3	8	8	16	14	13	13	76	9	6	2	5	4	20	16	16
desc	OG0007003	19	14	11	12	58	89	8	18	13	18	18	1	18	39	8	7	38	19	13	17
desc	OG0006366	11	2	2	3	2	1	5	6	3	8	8	4	2	3	7	5	1	14	13	12
desc	OG0006505	9	6	13	1	2	4	10	23	14	9	12	3	9	3	2	6	1	20	19	19
desc	OG0007278	12	2	8	1	3	10	4	8	5	4	2	6	2	7	4	2	3	4	2	5
desc	OG0006123	11	5	2	1	2	3	11	6	4	10	5	14	4	4	4	4	7	6	10	6
desc	OG0004258	11	3	2	1	2	1	7	8	6	6	5	10	2	1	26	3	1	8	7	5
desc	OG0003298	3	3	2	1	2	2	5	6	6	6	4	5	1	2	3	5	2	8	5	6
desc	OG0004859	27	4	9	5	5	1	42	32	29	10	40	28	10	13	23	13	8	38	60	41
desc	OG0005173	8	4	4	1	2	2	3	5	4	4	3	6	3	5	2	4	8	7	5	5
desc	OG0006879	35	6	6	9	7	2	7	10	12	18	11	34	4	5	25	10	3	12	10	10
desc	OG0005029	0	68	54	120	26	15	0	84	64	54	73	326	28	80	46	144	61	44	40	50
desc	OG0005851	23	2	1	1	2	3	5	8	5	2	8	8	2	3	4	4	5	6	8	8
desc	OG0007230	8	2	2	2	2	7	8	9	6	8	9	10	7	4	2	5	6	5	9	9
desc	OG0005956	13	1	2	2	2	15	2	4	2	2	3	2	0	8	4	2	7	3	1	4
