Description,Orthogroup,acte,ando,chfle,chfus,cyca,enqua,gafa,heaur,hecri,hehe,hemag,hyva,macdac,neno,nema,oula,sama,stgag,sthad,stmer,exadia,golob,gonor,gopla,isnoc,pabor,cebra
desc,OG0006348,874,766,226,245,48,232,128,521,400,512,767,423,130,5348,392,717,2438,1128,946,545,91,268,160,155,396,641,346
desc,OG0006530,738,169,108,22,1324,78,149,583,384,224,224,138,150,453,431,317,1322,266,438,241,201,325,205,257,1387,134,437
desc,OG0003911,2040,1333,469,121,758,708,540,1108,953,2786,1238,1399,717,2160,838,2227,1941,1023,908,824,965,782,440,469,1751,2606,1544
desc,OG0002244,17586,4237,11933,4199,946,11283,2380,18834,13975,19672,9029,35,9090,9432,18302,8250,2380,20005,12876,8318,6792,7322,5545,4231,3936,1381,7513
desc,OG0003304,454,37,1198,40,179,498,545,454,212,854,503,899,269,1527,650,529,1932,656,519,312,209,1040,809,1154,208,897,292
desc,OG0007402,5915,4142,4822,995,6418,1290,2397,2583,3140,3830,3494,2325,2241,4212,814,5295,7259,4060,2113,1817,1596,4410,3326,3057,3496,11027,4171
desc,OG0000957,78842,57750,11003,3293,27174,13055,6579,17638,18340,76476,28617,12543,50852,26366,52497,47490,5963,37568,41618,11122,24679,5433,4498,5351,68441,79387,51794
desc,OG0006252,6014,1055,2854,245,6852,1338,1517,2052,1144,3160,3122,2804,989,5847,2953,3113,7617,1860,2227,1350,988,1595,1206,940,2301,2567,1492
desc,OG0004609,984,2099,256,29,1723,320,1332,2195,797,1256,677,906,70,2367,1142,1545,498,880,2411,580,800,1650,777,664,557,662,1165
desc,OG0004064,689,570,57,0,161,355,371,730,532,1556,445,277,877,1078,1713,482,1472,890,926,560,762,870,569,610,524,1701,1319
desc,OG0004950,1148,934,629,141,25,1141,439,1703,935,1442,823,418,2062,2124,1318,1494,576,3118,1978,874,860,639,552,460,652,631,455
desc,OG0003082,257,298,192,0,37,67,250,1024,282,408,233,227,1306,433,1365,198,441,134,88,42,170,448,248,192,34,463,195
desc,OG0003922,337,428,110,39,1663,188,161,709,428,219,239,754,128,725,1081,839,974,414,485,131,190,251,169,116,491,390,745
desc,OG0005618,1879,801,184,17,584,853,425,770,617,1620,1096,184,226,1184,1109,2172,627,1833,1415,715,699,470,621,614,586,1385,168
desc,OG0002053,11915,2116,4602,2218,102,5220,1826,8314,5962,5810,3359,915,5341,2068,16332,5223,58,8680,11085,4020,6446,5531,4301,3210,1312,4555,3278
desc,OG0007070,4805,3061,5365,490,1805,5022,1674,1502,969,3998,2904,393,317,4414,6611,3530,2606,7728,7709,1635,4621,3063,2017,1785,8093,3866,1115
desc,OG0006593,1983,2067,2002,315,5819,1738,1252,3535,1811,1058,2280,2321,3409,3530,380,2160,9168,5322,3392,724,2713,1575,985,666,4464,4867,554
desc,OG0005600,912,1148,681,105,280,224,175,1423,1121,1574,398,1352,1350,1386,387,567,1395,740,747,329,611,602,378,299,696,894,489
desc,OG0005036,6980,1358,885,87,561,4715,241,1037,715,477,449,1189,895,1808,2812,856,1236,347,472,247,1334,690,616,339,588,5648,897
desc,OG0007405,311,421,111,31,796,261,391,487,323,386,173,208,53,422,149,313,448,185,147,170,367,211,143,62,446,814,220
desc,OG0004044,3627,5165,6306,1180,0,2108,2884,3276,1902,5861,3246,4949,1546,6593,3110,2385,4813,5841,4518,2438,2900,2408,1585,1510,0,3193,3821
desc,OG0006303,2710,1516,214,21,283,479,1192,2182,1946,1738,3116,25,856,1496,1496,2072,255,2646,1582,794,2826,3611,3486,2883,225,816,184
desc,OG0004118,532,228,194,9,104,138,204,422,568,1271,688,46,339,1992,370,331,762,793,795,203,367,250,279,216,617,1341,713
desc,OG0005797,746,1248,229,73,1111,196,406,442,490,1148,475,971,579,795,538,1186,2095,628,714,454,556,508,480,406,179,646,108
desc,OG0001034,1417,652,1108,21,27,1206,734,1787,1008,3026,868,764,490,1934,3330,1854,2109,1121,1056,1019,588,1926,1111,1246,825,224,334
desc,OG0003084,697,201,211,32,70,383,543,1178,635,1529,871,400,531,2732,1916,958,2018,1396,1236,531,1430,739,575,362,1636,1262,560
desc,OG0001953,5483,3469,1561,270,625,0,1186,1199,904,1545,1687,1563,2003,6192,0,0,8940,1848,1014,1516,789,1216,925,530,4880,0,6761
desc,OG0004502,925,286,343,0,26,186,326,839,1074,1422,888,0,750,1574,703,662,607,1590,809,925,1973,350,277,205,192,851,1361
desc,OG0005089,308,748,279,0,0,96,726,560,516,1972,0,422,168,5549,1927,644,8980,1088,797,448,371,673,487,335,1233,690,411
desc,OG0006207,1246,2010,495,0,56,236,333,1010,608,1135,439,271,436,2197,1038,1026,948,640,722,398,920,381,245,279,2487,1362,1041
desc,OG0003477,3264,1430,0,14,56,331,348,2621,1469,6461,1562,234,1762,1165,1086,2289,944,4110,2606,702,1232,1174,885,788,8,574,426
desc,OG0005548,2787,1159,3432,183,270,660,1636,1826,1104,2066,570,6423,346,4446,2437,1654,3937,1508,1028,620,3367,2723,2262,2140,161,854,434
desc,OG0005652,1632,6056,764,593,1206,662,1012,1295,2040,1148,1281,4018,396,7745,246,1888,10891,2265,1635,1294,816,1253,392,483,51,872,922
desc,OG0004602,556,48,23,13,22,240,803,782,244,944,434,336,440,934,703,275,410,579,245,200,180,369,470,335,496,325,271
desc,OG0004298,1207,1420,575,98,986,1362,1253,3131,2839,4538,6576,1598,1914,2251,338,3345,845,3555,3426,2023,1511,1868,1389,1017,1561,1537,414
desc,OG0005771,871,448,2024,15,0,491,444,959,557,1130,395,556,2854,4363,1714,1032,1396,1449,2919,464,1997,668,541,572,315,504,587
desc,OG0006101,1672,536,585,193,257,337,691,1469,1495,1894,841,488,1010,1693,1022,626,288,634,716,505,671,1266,817,664,672,1063,590
desc,OG0003253,9919,2963,2833,0,107,1925,975,2755,2028,4424,2420,740,1769,2095,3029,2275,547,3678,3086,1752,2487,1864,1448,1138,6,526,580
desc,OG0006817,1069,1767,13445,550,12,133,3601,2395,12472,2294,1088,3261,60,4091,8413,4894,5300,1038,1851,879,1391,2079,825,1189,7185,1099,93
desc,OG0002165,1136,418,163,0,20,708,966,1269,1040,2148,877,354,2221,1596,3489,1337,1305,1441,1515,690,676,1473,1004,1009,560,1251,1201
desc,OG0005693,2505,282,560,241,178,184,2765,1014,809,1466,728,387,293,1495,346,144,265,423,1002,295,716,1052,729,944,4465,17815,3908
desc,OG0005170,3089,2143,1314,359,962,1723,914,1572,1896,3680,1572,4538,2218,4728,2146,3797,4320,2437,2776,1592,2232,2163,1556,1866,2651,6542,5417
desc,OG0003390,1473,883,2214,477,4787,628,1396,1383,904,882,1817,3168,1037,4444,7359,1494,12378,1826,1261,901,1432,2689,2392,2077,140,1318,439
desc,OG0005884,1683,4377,584,165,3344,601,416,333,1133,1720,751,1404,891,2689,2917,2221,2587,1338,951,666,1152,984,1356,1133,2119,2270,1913
desc,OG0001376,654,518,431,42,1108,306,79,187,184,20,0,317,127,4823,970,1782,10662,226,479,396,67,129,95,0,0,424,1680
desc,OG0006225,1439,1399,363,0,761,721,609,1030,724,3323,1432,1190,295,1209,2768,1152,330,2336,1756,539,1772,924,648,493,111,324,1146
desc,OG0001948,3608,10686,2041,139,2099,1570,5370,3833,3471,11084,3658,14,2961,2768,2557,6140,1005,3594,2820,2262,7947,13280,8088,8526,1329,4232,2998
desc,OG0002766,1274,2335,367,130,968,1277,661,825,610,824,1705,718,749,1591,1625,2932,1573,1931,1580,815,1387,547,614,706,1041,2095,332
desc,OG0004055,5636,1180,2338,1098,50,3423,2087,4612,3039,14671,5127,4057,3157,10930,6083,4015,1582,8866,7455,4235,4707,3280,2386,2384,3758,10858,3423
desc,OG0001621,157,246,264,18,426,140,256,482,231,606,336,166,171,628,464,193,763,468,555,231,115,263,70,47,414,344,308
desc,OG0004922,1895,2182,906,352,75,1137,993,2545,1620,5618,1680,1455,1490,2595,10470,2317,1301,3082,1774,1651,4031,3718,2344,2072,2059,1980,1722
desc,OG0003018,2009,891,409,0,147,653,426,1023,909,4410,2089,290,424,1500,706,1014,770,2763,2119,1270,659,990,660,515,1348,1036,313
desc,OG0006475,1104,674,589,0,16,168,180,587,430,1050,971,543,383,2416,402,871,1077,1473,1963,829,703,540,530,447,457,533,539
desc,OG0004471,5482,2374,1819,366,0,965,1161,3116,2356,3071,2122,1375,1551,2263,6546,2557,1950,2927,2809,1259,1189,1808,1250,1082,1026,1426,1678
desc,OG0006139,2031,424,361,344,33,671,754,1312,1109,895,1453,116,1276,1502,2959,1465,437,721,744,553,2424,1829,1885,1139,14,512,1019
desc,OG0006240,368,1379,264,36,0,210,264,757,685,1179,701,1061,246,678,442,1228,257,752,690,646,667,610,504,535,218,987,357
desc,OG0006680,1402,2599,510,209,9369,697,0,762,896,956,894,1316,430,1474,1443,2860,1887,1328,1093,406,638,17,665,573,2309,3282,2925
desc,OG0006823,3222,2874,4076,2150,1996,1420,1941,3507,2244,4702,1829,3717,4061,12180,5360,3971,5132,1878,2853,1165,5728,2414,1471,1491,13304,13011,17635
desc,OG0003818,1416,852,261,0,0,714,343,879,400,658,898,110,136,886,6837,490,1123,863,1191,998,1001,465,366,287,444,1355,472
desc,OG0004083,797,915,418,23,90,486,468,913,725,1826,673,516,741,1045,3457,997,497,777,799,724,988,641,375,414,157,882,125
desc,OG0006313,10612,7219,5336,544,2445,2053,859,2328,1538,4509,2486,3970,1547,10374,2111,9551,6413,2663,2981,1312,2895,1956,802,994,4239,9857,6158
desc,OG0001280,969,2363,31,21,123,430,1288,562,465,984,623,306,179,589,481,1504,978,536,518,491,673,1109,744,641,221,1447,306
desc,OG0005681,728,836,245,64,0,388,946,718,678,575,264,304,444,1331,997,1728,635,293,334,759,507,927,501,656,509,912,477
desc,OG0004669,541,798,151,0,135,602,479,1300,609,1904,818,474,409,2109,0,964,878,2458,1652,762,1615,582,521,423,1063,244,216
desc,OG0001514,308,1461,713,175,537,478,53,1750,564,627,345,832,1213,2759,928,955,3002,427,469,762,400,171,279,224,679,1942,362
desc,OG0006357,958,781,348,0,849,364,476,819,511,600,544,388,736,3506,1373,861,1889,749,860,387,385,487,414,375,896,2030,1017
desc,OG0005112,441,610,382,153,1739,374,483,529,303,1871,1226,1508,117,1169,950,1336,2408,608,1558,745,1462,548,950,407,1626,1372,1581
desc,OG0002460,0,2041,888,160,724,1887,1284,2127,1405,2006,1601,525,1377,2414,2175,0,3200,2367,1366,1456,1260,2736,2029,859,355,3400,2151
desc,OG0005799,513,2455,102,124,286,172,375,993,605,536,1116,446,347,3199,263,1163,2884,4474,1446,599,470,858,757,521,45,1281,1040
desc,OG0002540,1331,0,0,15,33,340,860,758,712,0,535,138,1076,692,3493,839,266,629,468,170,303,370,305,268,1054,577,1112
desc,OG0007145,521,641,189,540,28423,652,785,633,950,634,519,4074,536,9259,2291,1251,2720,947,679,404,1218,1891,734,548,5536,1635,1891
desc,OG0001843,4213,557,983,267,24,1218,602,2805,0,0,1107,264,1166,1769,3684,3144,724,1812,1348,1626,2521,1349,1357,377,697,1445,17508
desc,OG0006289,2026,523,566,17,190,605,746,1147,622,799,530,488,1688,1905,715,1366,840,311,321,113,65,1105,876,388,122,445,907
desc,OG0005135,11337,2546,617,359,405,2850,886,4543,2420,7477,2191,1435,5514,6204,6205,4309,645,4549,5690,0,3295,1039,541,724,2643,2975,3245
desc,OG0004512,316,329,12,11,51,436,995,513,326,586,303,190,734,669,1267,285,184,369,276,259,678,835,446,553,1137,512,371
desc,OG0006370,1591,1213,1325,106,3453,1197,723,1538,1010,1916,1144,636,1152,1236,1344,5214,1190,1212,1224,492,980,2087,1801,1314,7,1279,168
desc,OG0004549,1278,298,1384,34,105,509,402,1330,1152,1526,1146,270,1249,928,1242,860,809,893,800,576,1057,884,867,620,11,643,204
desc,OG0003537,872,667,560,35,0,559,917,1676,1264,1678,572,556,1100,1429,1047,1903,11986,6486,992,923,1811,881,741,697,81,1512,630
desc,OG0007188,2464,3933,1286,169,3890,688,287,1214,781,1491,1593,583,790,3070,1088,1469,1409,1061,1027,346,532,607,499,669,728,417,146
desc,OG0005843,680,802,23,21,571,246,1309,925,687,1005,565,326,523,974,655,1042,1171,1094,755,359,607,871,404,319,763,526,649
desc,OG0007206,982,749,142,82,608,420,466,629,530,820,645,364,385,681,671,1104,1321,570,382,307,456,849,614,666,804,886,1194
desc,OG0007306,120,289,154,66,769,210,317,416,150,190,139,741,19,1041,307,472,1157,180,204,517,191,426,235,316,271,369,430
desc,OG0005702,1633,1794,2489,104,5920,835,410,1917,1045,2384,1376,893,683,2166,354,1529,5672,1242,1160,1182,802,430,250,263,2532,967,1876
desc,OG0005540,16990,7805,4348,604,571,3354,3310,6748,5141,9136,6180,3694,13277,4160,12640,9377,1266,6726,6548,2258,4441,4009,3029,2750,5812,4283,4684
desc,OG0004361,1139,1268,359,237,16888,926,1406,2644,2156,3892,1701,317,900,6070,1222,2631,1886,1860,1671,1030,2447,1303,901,1022,2292,2596,1327
desc,OG0005853,270,139,70,78,441,214,294,281,421,478,91,681,102,955,449,295,596,102,109,146,215,640,846,683,529,477,315
desc,OG0003242,483,717,11,10,102,297,790,458,473,2634,366,202,850,1147,2242,737,174,526,538,535,1175,745,485,327,488,1046,2172
desc,OG0005074,743,116,295,0,432,396,462,821,693,1692,418,114,1587,1536,1740,645,538,477,545,543,1399,601,452,431,296,610,672
desc,OG0005759,482,0,190,0,574,224,439,340,225,186,157,574,159,1131,586,284,1383,241,280,212,301,298,224,186,347,752,1278
desc,OG0006636,1305,312,51,14,575,236,692,1356,547,206,83,372,605,496,0,819,932,198,230,71,418,294,226,236,418,386,767
desc,OG0002643,1189,0,455,0,91,362,253,1933,1016,3312,739,113,1645,1056,3752,945,210,1563,1494,489,2275,1453,1162,925,19,924,538
desc,OG0003746,3829,1660,1661,300,305,1685,721,3322,2844,4388,2288,952,2711,2181,0,2936,1039,3501,2609,1586,1729,2142,1580,1462,2388,2782,1479
desc,OG0004577,850,6069,132,104,186,1273,761,1522,538,1940,3202,1315,98,1196,691,1638,2176,2266,3300,2327,1854,858,1738,741,76,570,945
desc,OG0005940,784,1576,113,76,996,100,805,1099,620,1633,755,376,790,3452,1970,1209,514,773,785,662,996,1431,1172,1012,2739,2142,1683
desc,OG0007086,1687,1291,77,56,1255,504,242,571,792,1802,1227,496,498,969,1629,954,1328,1760,1273,495,1212,895,1520,1308,2142,1376,2105
desc,OG0004127,581,714,1510,63,291,215,471,785,243,1336,570,2009,330,2151,1239,504,1557,994,1730,0,423,686,542,400,313,670,70
desc,OG0007347,91,476,125,45,838,140,88,235,199,402,139,218,161,340,553,191,415,229,122,61,173,194,221,166,429,332,523
desc,OG0002060,872,113,1142,0,155,468,758,1302,859,1829,850,1252,769,1353,1179,733,266,1326,1323,502,854,1011,1051,915,270,1318,1899
desc,OG0007055,1800,2757,1151,134,315,403,700,1309,1404,1358,1038,1215,1692,1568,1433,2508,2007,1330,1061,436,937,534,465,428,981,1585,1973
desc,OG0004073,2143,215,1216,216,410,4670,2406,3328,1542,2900,1173,692,2742,6540,11237,1216,683,4344,2121,1188,1125,5384,5234,4828,2418,1835,2445
desc,OG0003713,1502,708,0,0,24,872,629,1528,1302,4935,0,483,556,1215,253,1289,860,2062,1063,474,629,1254,1324,1120,429,520,537
desc,OG0004509,457,0,3240,136,2438,571,1008,1448,880,7846,945,105,272,4098,963,1006,827,1330,1231,757,6300,1352,876,1013,21,2816,1019
desc,OG0001412,1183,492,719,48,103,486,300,797,612,874,567,1323,9,2576,774,871,1420,944,786,431,773,1102,647,586,370,661,571
desc,OG0003088,2554,1936,6463,164,1014,1314,712,5058,2465,5284,2582,2234,2270,10847,2707,4649,3211,3260,2702,1383,2733,1281,847,852,7620,10953,6835
desc,OG0006404,531,499,315,185,213,82,255,1303,610,661,304,297,380,1605,744,776,368,451,450,173,705,370,286,246,565,593,623
desc,OG0005915,2214,2395,323,308,45,516,1059,1474,1242,864,186,574,724,6909,2435,714,4278,518,182,111,2168,1975,1077,1295,4552,4066,3101
desc,OG0002847,75,91,368,0,818,2,57,236,260,226,75,447,13,1236,484,346,495,148,932,8,298,687,344,157,119,283,161
desc,OG0003729,1222,0,1857,100,72,632,793,1403,1050,1398,587,5,1038,1324,10244,877,2483,1038,2063,850,630,1608,1149,637,1225,1583,189
desc,OG0004469,7091,5765,6152,807,52,4862,4953,7432,2892,9852,3329,3178,1161,7283,9181,9185,1784,7818,6118,2905,8701,10586,6830,5823,59,4185,4198
desc,OG0003566,1086,801,146,82,727,611,326,2063,728,1352,1055,184,1332,2930,504,1101,1576,956,1130,637,810,832,293,758,3192,1791,1348
desc,OG0000837,536,1374,6105,175,4917,3,85,420,515,1256,601,404,51,3769,582,531,3376,738,651,332,861,463,199,75,73,908,222
desc,OG0006445,1922,1226,627,182,156,472,766,542,386,1290,329,1816,331,2596,433,1582,1379,378,401,478,567,493,545,230,94,1108,375
desc,OG0005255,3641,3406,912,198,2722,1101,710,2567,1554,2332,994,1496,1878,2964,902,2392,3174,1108,1056,650,1238,769,386,297,1396,2841,2927
desc,OG0005239,1716,2135,397,197,235,651,262,2463,2153,1066,640,523,1926,0,1766,4845,1501,2127,1962,473,765,702,411,364,36,1074,288
desc,OG0005140,764,787,534,168,136,319,852,1205,654,1390,1730,313,866,7229,746,1915,2638,1672,1471,756,1067,1583,1090,1043,1406,1252,1318
desc,OG0003108,550,0,200,62,387,113,346,452,402,402,349,447,270,2407,538,545,903,465,451,302,415,358,370,277,104,305,430
desc,OG0007220,2641,2183,1706,249,3291,1406,1388,1497,1193,2362,1653,1315,763,3726,1788,3941,3872,2120,1892,1252,1711,1463,1190,896,386,1191,640
desc,OG0000880,1322,2069,1243,668,55,819,334,3329,2482,8395,2858,15741,1295,5189,3475,4875,13886,2414,1623,1316,2380,2682,1587,1709,988,3968,1753
desc,OG0007069,765,269,808,168,586,137,351,467,280,862,476,343,197,768,291,239,85,739,889,318,369,380,213,261,766,485,538
desc,OG0006284,2003,2039,259,445,640,551,760,1545,1166,4919,1230,3634,1021,8472,1287,2261,4255,994,1599,785,2258,1658,947,900,3237,13549,2828
desc,OG0003208,2460,61,1366,1574,70,1999,1851,3513,2927,7135,3749,3029,2071,15391,11750,3368,16467,1176,7518,872,4902,4336,2710,2084,0,7292,59
desc,OG0005249,653,53,11,16,160,87,270,279,140,176,181,41,76,490,87,98,322,193,273,170,647,333,245,170,253,747,373
desc,OG0005750,7958,7456,5003,308,2766,2117,0,2418,1713,4858,3359,3627,1418,8281,4151,6722,4163,3849,3410,1519,5085,1880,1242,1242,2659,6564,4062
desc,OG0006142,1272,841,219,90,154,825,437,992,689,1737,589,326,448,1569,4810,1657,1479,948,1425,772,1381,930,609,406,0,636,1466
desc,OG0005683,1064,910,2855,22,0,658,674,1063,983,680,549,1042,1082,1392,2980,1167,3298,470,919,422,466,549,469,666,369,420,704
desc,OG0006616,214,288,183,35,205,122,538,215,122,602,173,242,62,1107,835,240,944,349,230,142,230,340,668,77,333,459,255
desc,OG0007003,538,1363,312,179,151,388,709,1189,1028,3113,1579,2003,238,2965,768,1121,10656,1402,1417,1120,1151,2132,1153,1259,1811,1104,1182
desc,OG0005868,631,210,200,54,1603,142,846,28,309,482,384,112,306,2117,1457,455,1086,331,301,178,649,578,389,383,865,971,543
desc,OG0004285,266,186,101,76,873,158,557,284,192,163,495,566,295,463,826,822,562,500,700,212,432,454,333,160,11,518,1328
desc,OG0007235,1632,1576,140,93,751,264,264,876,728,1170,545,284,608,1354,1769,1260,971,536,620,314,568,441,197,172,306,494,965
desc,OG0005216,10135,10273,1295,220,1481,4178,3149,5501,4821,5294,3539,1862,3688,4197,7052,9327,3333,3234,3438,2451,5162,4561,2207,2660,2624,6159,2441
desc,OG0004212,381,124,278,41,994,119,560,195,85,137,128,191,183,1937,8371,503,1571,282,364,228,760,3549,3641,992,1003,1444,1104
desc,OG0003862,437,501,292,32,84,337,263,1047,664,1489,621,320,536,632,689,523,2777,790,754,384,408,380,481,286,513,362,787
desc,OG0002851,301,15,93,102,129,239,277,419,380,361,669,207,0,1737,864,465,695,637,602,325,328,237,264,75,354,1037,643
desc,OG0005664,771,803,76,39,695,224,331,558,495,1028,531,602,518,692,182,664,656,2238,3273,400,354,573,424,385,495,741,283
desc,OG0005120,212,817,382,27,142,164,314,391,142,98,168,816,61,302,328,406,303,498,414,156,206,548,422,352,8,328,43
desc,OG0005218,532,355,410,83,367,229,678,311,351,435,360,120,57,1415,1633,631,771,830,941,552,1551,760,466,587,877,634,1995
desc,OG0007019,504,108,59,91,99,448,532,987,860,537,991,304,404,1759,1072,858,1165,981,164,483,102994,457,864,168,1017,433,52
desc,OG0006561,449,500,190,40,1292,228,206,229,227,888,472,844,56,692,651,280,719,590,887,379,1030,639,564,310,10,309,2461
desc,OG0002902,675,1462,937,116,253,353,402,881,659,2124,1472,1185,280,1522,1738,2002,1011,1244,894,793,894,625,451,413,76,820,2126
desc,OG0006622,847,1194,2589,157,536,282,446,685,424,200,1253,891,173,1248,602,580,700,379,636,330,910,1456,930,1139,1124,1816,381
desc,OG0003659,11899,51923,11033,880,12071,9976,9345,14007,8335,13598,15238,4195,5255,14490,1114,24634,24378,15735,30373,14928,10436,6524,5405,4577,11064,24116,15599
desc,OG0004583,76,32,48,70,170,76,558,344,582,465,268,2420,50,3045,977,426,1492,209,317,331,1798,826,430,582,17,761,604
desc,OG0003578,313,467,13,103,732,116,238,362,296,138,500,256,107,979,680,981,166,510,145,126,386,546,229,215,325,146,273
desc,OG0007126,1642,2173,239,122,957,340,655,1057,958,2218,974,1233,271,2579,781,2287,1849,1461,975,674,1409,748,411,449,1456,3146,1124
desc,OG0004123,733,0,1745,13,29,406,418,933,597,1090,532,7,213,404,1682,458,1093,362,489,226,377,782,305,379,342,298,750
desc,OG0007349,1110,437,21,121,1135,176,366,693,700,904,359,854,89,1066,2389,678,741,487,698,297,525,1111,663,1065,665,1445,229
desc,OG0005688,629,346,633,96,47,610,504,1613,991,1844,920,520,310,1994,1954,490,1480,1149,1128,366,1322,1501,796,691,24,493,7
desc,OG0007388,1453,2585,919,68,253,382,169,734,536,410,821,213,614,1851,1035,1707,832,634,854,504,856,950,258,177,1516,559,1084
desc,OG0004011,844,110,2384,0,21,432,805,1756,987,2795,788,332,756,1648,1853,632,322,791,1227,582,1947,1048,512,534,619,2081,2277
desc,OG0005614,16018,1803,1173,221,1455,924,1181,8132,6834,5856,2432,1186,1720,2851,852,2210,4250,4860,4425,5380,1612,1642,1155,788,1432,536,703
desc,OG0004086,1018,691,435,28,130,161,223,719,424,1260,562,462,354,3664,1048,1219,883,580,436,494,805,508,320,389,32,1943,441
desc,OG0005543,1891,1514,360,71,196,381,1018,2035,866,2600,1335,348,539,2139,565,1492,7174,964,1884,745,852,1015,1275,687,686,1248,1193
desc,OG0005262,668,1016,136,102,2088,420,468,1763,922,1940,1097,2996,999,1482,297,1794,752,1066,1490,770,830,626,384,410,578,1217,601
desc,OG0007212,4673,3540,2619,2817,21728,440,679,1536,942,4593,1708,46,2252,13924,1771,1230,8364,2011,1256,946,2413,1656,1583,1053,1922,3197,3338
desc,OG0003529,788,73,42,0,43,292,585,740,1030,2406,585,513,464,1783,742,662,579,538,776,564,538,1149,908,677,19,1187,1005
desc,OG0003523,462,28,110,158,30,420,407,1060,345,652,259,1493,220,1748,61,820,2554,334,259,37,581,217,207,185,157,328,120
desc,OG0007398,203,1089,12,95,1997,151,389,866,272,654,259,258,320,1148,410,252,902,288,108,198,371,288,203,151,362,411,527
desc,OG0005937,370,294,111,19,749,372,236,248,121,770,224,435,169,900,412,336,1310,466,431,197,323,380,194,220,1208,528,743
desc,OG0003829,1421,384,368,0,170,499,517,1139,538,1214,774,746,278,761,7197,876,363,836,880,455,418,630,518,491,518,1032,737
desc,OG0005317,729,637,153,36,739,92,338,441,217,596,185,320,234,840,361,446,1589,352,239,143,301,691,325,430,523,242,1085
desc,OG0007121,3495,1697,2677,358,194,1498,2250,3347,2246,2762,2413,2862,727,2595,3247,3779,556,2738,3124,1252,3783,4321,4636,3023,12968,15699,7386
desc,OG0005006,3679,1260,1223,26,31,292,381,1132,689,948,635,718,1277,1087,695,2055,564,1066,2832,719,494,1242,530,633,42,387,672
desc,OG0005021,830,2865,977,287,0,543,932,1879,927,3632,1373,3530,247,2270,1219,959,740,1322,2171,1537,411,2366,1513,1595,1677,2879,3456
desc,OG0004705,2431,24,386,119,33,116,334,408,190,232,268,232,145,709,1205,368,868,1218,930,72,704,829,405,369,1388,656,478
desc,OG0007385,1262,4270,4732,63,5549,1324,130,4293,2547,1079,3233,5397,108,3024,187,2554,8497,2331,8388,2865,741,392,309,304,6595,20912,18788
desc,OG0007013,851,415,175,107,866,391,206,669,695,820,952,1212,610,1247,2090,874,1002,753,1093,644,1132,964,738,531,222,866,379
desc,OG0006402,411,363,79,16,381,246,138,342,349,356,127,213,240,442,88,183,205,408,451,109,443,294,158,153,362,657,982
desc,OG0004613,949,488,315,10,59,613,518,364,590,1238,671,548,203,655,1268,785,504,1320,794,634,573,1125,715,701,92,1641,363
desc,OG0002274,1051,0,33,0,147,426,560,1093,462,855,724,118,383,2235,2130,867,601,938,630,0,386,1056,604,599,9,163,10
desc,OG0002854,3894,1107,385,288,0,837,547,745,720,1692,1065,475,677,2581,1499,4338,739,2114,2169,647,1202,1569,1314,562,53,1116,947
desc,OG0001170,2191,0,375,590,406,631,905,0,0,2239,860,3719,366,3861,1878,0,2452,1832,0,1312,1366,1240,975,779,0,2010,562
desc,OG0004683,2013,1467,7768,0,0,624,885,1156,1138,1710,740,208,425,2204,1700,1577,1578,1011,1408,630,896,997,823,852,2167,1137,408
desc,OG0003782,500,397,0,17,171,325,304,778,542,0,925,52,409,469,1149,382,213,783,878,658,387,242,184,310,946,332,1621
desc,OG0005689,4810,4073,1364,277,1224,1362,309,1435,374,3434,4808,19775,627,8961,3189,2347,4095,12372,4084,1997,1702,381,222,278,2060,4195,3409
desc,OG0004951,1696,0,668,25,47,544,376,1638,1520,3236,1410,633,1192,2181,3287,721,841,1726,910,901,1429,1197,785,637,1095,1443,858
desc,OG0007176,5924,14680,851,99,2164,2484,1733,2179,2356,3016,1340,2591,1510,2019,1761,8199,2965,1915,2703,2346,2088,2649,1736,1451,1596,2270,1438
desc,OG0004656,2630,3218,1119,313,1724,373,669,1701,1320,2822,1323,3498,1196,9678,1685,3648,4326,1392,1638,844,2896,1309,907,790,3560,10871,2350
desc,OG0002988,1710,550,1548,377,0,816,1165,1929,600,3380,611,721,576,2348,2753,593,1089,2344,1315,872,10414,3463,3311,2363,839,1162,1485
desc,OG0002025,167,483,77,36,730,31,361,374,158,300,141,13,356,375,309,145,517,142,552,576,322,268,333,540,1166,1288,513
desc,OG0000478,587,0,6564,1728,33605,111,9944,49,56,54,58,7706,33,0,0,780,27152,404,32,34,6752,329,337,631,3309,3042,686
desc,OG0004060,933,573,70,26,20,289,981,750,326,2844,578,752,281,1446,1274,541,493,698,532,362,5530,1209,463,593,412,629,1058
desc,OG0004597,8152,129,213,0,195,183,768,1093,666,2080,646,658,307,2325,2526,964,850,689,818,607,1375,1226,581,1071,2366,11451,6419
desc,OG0007415,3874,748,49,150,1529,222,310,1479,794,175,439,2123,201,1352,3175,2548,1670,651,638,370,759,662,584,463,2146,2331,2704
desc,OG0002537,2175,64,694,0,0,360,1221,1387,1039,2679,869,602,1426,2542,1803,904,607,930,781,597,586,640,416,34,1160,668,594
desc,OG0005778,1140,287,0,0,1029,435,1645,1750,655,1761,626,402,1496,1533,1628,2190,839,944,1259,1087,1248,1420,2166,926,16,825,16
desc,OG0003628,313,221,31,68,694,99,227,461,158,132,307,181,248,971,1648,531,802,620,294,661,441,1382,373,811,149,378,540
